,task,submission,n_rows,path,fold
9139,02240,029842016,38,/Dataset/group22/processed/more_cpp_2/results/p02240_s029842016.opcstats,train
9140,02726,039025170,12,/Dataset/group22/processed/more_cpp_2/results/p02726_s039025170.opcstats,test
9141,03973,031891020,12,/Dataset/group22/processed/more_cpp_2/results/p03973_s031891020.opcstats,test
9142,02863,014148128,42,/Dataset/group22/processed/more_cpp_2/results/p02863_s014148128.opcstats,eval
9143,03821,017646224,65,/Dataset/group22/processed/more_cpp_2/results/p03821_s017646224.opcstats,train
9144,02863,045432465,25,/Dataset/group22/processed/more_cpp_2/results/p02863_s045432465.opcstats,eval
9145,02928,045446727,22,/Dataset/group22/processed/more_cpp_2/results/p02928_s045446727.opcstats,train
9146,04040,034018227,11,/Dataset/group22/processed/more_cpp_2/results/p04040_s034018227.opcstats,train
9147,03402,000125054,17,/Dataset/group22/processed/more_cpp_2/results/p03402_s000125054.opcstats,eval
9148,02559,023304918,44,/Dataset/group22/processed/more_cpp_2/results/p02559_s023304918.opcstats,train
9149,02836,050140920,27,/Dataset/group22/processed/more_cpp_2/results/p02836_s050140920.opcstats,eval
9150,02841,026745587,11,/Dataset/group22/processed/more_cpp_2/results/p02841_s026745587.opcstats,train
9151,02261,058925715,30,/Dataset/group22/processed/more_cpp_2/results/p02261_s058925715.opcstats,train
9152,01131,007776573,24,/Dataset/group22/processed/more_cpp_2/results/p01131_s007776573.opcstats,train
9153,03828,012426967,31,/Dataset/group22/processed/more_cpp_2/results/p03828_s012426967.opcstats,train
9154,02802,059074654,29,/Dataset/group22/processed/more_cpp_2/results/p02802_s059074654.opcstats,train
9155,03214,047455988,12,/Dataset/group22/processed/more_cpp_2/results/p03214_s047455988.opcstats,eval
9156,03862,024251553,15,/Dataset/group22/processed/more_cpp_2/results/p03862_s024251553.opcstats,test
9157,03607,057199717,32,/Dataset/group22/processed/more_cpp_2/results/p03607_s057199717.opcstats,train
9158,02779,036394848,17,/Dataset/group22/processed/more_cpp_2/results/p02779_s036394848.opcstats,train
9159,03014,062954681,29,/Dataset/group22/processed/more_cpp_2/results/p03014_s062954681.opcstats,train
9160,04013,047154050,20,/Dataset/group22/processed/more_cpp_2/results/p04013_s047154050.opcstats,test
9161,03339,005537932,17,/Dataset/group22/processed/more_cpp_2/results/p03339_s005537932.opcstats,train
9162,01144,048552932,37,/Dataset/group22/processed/more_cpp_2/results/p01144_s048552932.opcstats,train
9163,03147,030733826,36,/Dataset/group22/processed/more_cpp_2/results/p03147_s030733826.opcstats,train
9164,03810,026327773,12,/Dataset/group22/processed/more_cpp_2/results/p03810_s026327773.opcstats,train
9165,04012,061790222,13,/Dataset/group22/processed/more_cpp_2/results/p04012_s061790222.opcstats,train
9166,03787,014720185,20,/Dataset/group22/processed/more_cpp_2/results/p03787_s014720185.opcstats,eval
9167,02817,025459773,40,/Dataset/group22/processed/more_cpp_2/results/p02817_s025459773.opcstats,train
9168,01140,011799072,46,/Dataset/group22/processed/more_cpp_2/results/p01140_s011799072.opcstats,train
9169,02891,038713159,20,/Dataset/group22/processed/more_cpp_2/results/p02891_s038713159.opcstats,train
9170,03570,006156234,35,/Dataset/group22/processed/more_cpp_2/results/p03570_s006156234.opcstats,train
9171,03573,054549885,18,/Dataset/group22/processed/more_cpp_2/results/p03573_s054549885.opcstats,train
9172,02603,038663199,12,/Dataset/group22/processed/more_cpp_2/results/p02603_s038663199.opcstats,train
9173,03702,007999410,27,/Dataset/group22/processed/more_cpp_2/results/p03702_s007999410.opcstats,train
9174,03854,041696139,41,/Dataset/group22/processed/more_cpp_2/results/p03854_s041696139.opcstats,train
9175,03244,020606131,12,/Dataset/group22/processed/more_cpp_2/results/p03244_s020606131.opcstats,train
9176,03558,028229845,27,/Dataset/group22/processed/more_cpp_2/results/p03558_s028229845.opcstats,train
9177,02258,011201564,24,/Dataset/group22/processed/more_cpp_2/results/p02258_s011201564.opcstats,train
9178,02269,020406195,34,/Dataset/group22/processed/more_cpp_2/results/p02269_s020406195.opcstats,eval
9179,03220,015998492,12,/Dataset/group22/processed/more_cpp_2/results/p03220_s015998492.opcstats,train
9180,03089,024619651,23,/Dataset/group22/processed/more_cpp_2/results/p03089_s024619651.opcstats,train
9181,02775,065609703,26,/Dataset/group22/processed/more_cpp_2/results/p02775_s065609703.opcstats,train
9182,03525,007285667,29,/Dataset/group22/processed/more_cpp_2/results/p03525_s007285667.opcstats,test
9183,03739,054838768,21,/Dataset/group22/processed/more_cpp_2/results/p03739_s054838768.opcstats,test
9184,02721,050373544,22,/Dataset/group22/processed/more_cpp_2/results/p02721_s050373544.opcstats,test
9185,02676,009463769,16,/Dataset/group22/processed/more_cpp_2/results/p02676_s009463769.opcstats,eval
9186,02935,047886935,40,/Dataset/group22/processed/more_cpp_2/results/p02935_s047886935.opcstats,train
9187,03212,051833724,43,/Dataset/group22/processed/more_cpp_2/results/p03212_s051833724.opcstats,train
9188,03986,034917218,32,/Dataset/group22/processed/more_cpp_2/results/p03986_s034917218.opcstats,train
9189,02362,054745353,25,/Dataset/group22/processed/more_cpp_2/results/p02362_s054745353.opcstats,eval
9190,02779,029041412,33,/Dataset/group22/processed/more_cpp_2/results/p02779_s029041412.opcstats,train
9191,03074,024528504,27,/Dataset/group22/processed/more_cpp_2/results/p03074_s024528504.opcstats,train
9192,03202,038208683,23,/Dataset/group22/processed/more_cpp_2/results/p03202_s038208683.opcstats,train
9193,02242,034486842,40,/Dataset/group22/processed/more_cpp_2/results/p02242_s034486842.opcstats,train
9194,02960,028099092,23,/Dataset/group22/processed/more_cpp_2/results/p02960_s028099092.opcstats,train
9195,03836,052876927,28,/Dataset/group22/processed/more_cpp_2/results/p03836_s052876927.opcstats,train
9196,03263,011407727,19,/Dataset/group22/processed/more_cpp_2/results/p03263_s011407727.opcstats,train
9197,03136,011315794,42,/Dataset/group22/processed/more_cpp_2/results/p03136_s011315794.opcstats,eval
9198,03287,011694675,55,/Dataset/group22/processed/more_cpp_2/results/p03287_s011694675.opcstats,test
9199,03148,025096917,119,/Dataset/group22/processed/more_cpp_2/results/p03148_s025096917.opcstats,train
9200,02936,047932777,19,/Dataset/group22/processed/more_cpp_2/results/p02936_s047932777.opcstats,eval
9201,03347,008129589,15,/Dataset/group22/processed/more_cpp_2/results/p03347_s008129589.opcstats,train
9202,03731,053991917,12,/Dataset/group22/processed/more_cpp_2/results/p03731_s053991917.opcstats,train
9203,02937,002877022,31,/Dataset/group22/processed/more_cpp_2/results/p02937_s002877022.opcstats,train
9204,03625,016188587,34,/Dataset/group22/processed/more_cpp_2/results/p03625_s016188587.opcstats,train
9205,03816,006047642,36,/Dataset/group22/processed/more_cpp_2/results/p03816_s006047642.opcstats,eval
9206,02691,026828423,37,/Dataset/group22/processed/more_cpp_2/results/p02691_s026828423.opcstats,eval
9207,04012,023453554,53,/Dataset/group22/processed/more_cpp_2/results/p04012_s023453554.opcstats,train
9208,03248,010932831,32,/Dataset/group22/processed/more_cpp_2/results/p03248_s010932831.opcstats,train
9209,03649,001286683,15,/Dataset/group22/processed/more_cpp_2/results/p03649_s001286683.opcstats,train
9210,02928,034473255,15,/Dataset/group22/processed/more_cpp_2/results/p02928_s034473255.opcstats,train
9211,03166,011504808,22,/Dataset/group22/processed/more_cpp_2/results/p03166_s011504808.opcstats,train
9212,03172,007788364,25,/Dataset/group22/processed/more_cpp_2/results/p03172_s007788364.opcstats,train
9213,03309,024655029,41,/Dataset/group22/processed/more_cpp_2/results/p03309_s024655029.opcstats,eval
9214,03962,035101205,49,/Dataset/group22/processed/more_cpp_2/results/p03962_s035101205.opcstats,train
9215,02550,039778430,35,/Dataset/group22/processed/more_cpp_2/results/p02550_s039778430.opcstats,test
9216,03425,054862557,15,/Dataset/group22/processed/more_cpp_2/results/p03425_s054862557.opcstats,train
9217,02269,075656836,38,/Dataset/group22/processed/more_cpp_2/results/p02269_s075656836.opcstats,eval
9218,02996,022760194,36,/Dataset/group22/processed/more_cpp_2/results/p02996_s022760194.opcstats,train
9219,03030,051171177,64,/Dataset/group22/processed/more_cpp_2/results/p03030_s051171177.opcstats,test
9220,03295,015000056,22,/Dataset/group22/processed/more_cpp_2/results/p03295_s015000056.opcstats,test
9221,03287,010195976,34,/Dataset/group22/processed/more_cpp_2/results/p03287_s010195976.opcstats,test
9222,02960,003993577,25,/Dataset/group22/processed/more_cpp_2/results/p02960_s003993577.opcstats,train
9223,03249,018651263,61,/Dataset/group22/processed/more_cpp_2/results/p03249_s018651263.opcstats,train
9224,00767,004294151,50,/Dataset/group22/processed/more_cpp_2/results/p00767_s004294151.opcstats,eval
9225,03593,018730582,32,/Dataset/group22/processed/more_cpp_2/results/p03593_s018730582.opcstats,eval
9226,04028,020081747,25,/Dataset/group22/processed/more_cpp_2/results/p04028_s020081747.opcstats,train
9227,03308,039598215,39,/Dataset/group22/processed/more_cpp_2/results/p03308_s039598215.opcstats,eval
9228,02735,016011489,50,/Dataset/group22/processed/more_cpp_2/results/p02735_s016011489.opcstats,train
9229,03138,036693358,21,/Dataset/group22/processed/more_cpp_2/results/p03138_s036693358.opcstats,test
9230,02790,065684592,25,/Dataset/group22/processed/more_cpp_2/results/p02790_s065684592.opcstats,train
9231,02707,008628656,11,/Dataset/group22/processed/more_cpp_2/results/p02707_s008628656.opcstats,train
9232,04037,033900695,40,/Dataset/group22/processed/more_cpp_2/results/p04037_s033900695.opcstats,train
9233,03470,008408685,12,/Dataset/group22/processed/more_cpp_2/results/p03470_s008408685.opcstats,train
9234,02824,042539729,43,/Dataset/group22/processed/more_cpp_2/results/p02824_s042539729.opcstats,train
9235,02788,022057949,60,/Dataset/group22/processed/more_cpp_2/results/p02788_s022057949.opcstats,eval
9236,03809,045119109,21,/Dataset/group22/processed/more_cpp_2/results/p03809_s045119109.opcstats,train
9237,03503,002674614,21,/Dataset/group22/processed/more_cpp_2/results/p03503_s002674614.opcstats,train
9238,03486,021767821,76,/Dataset/group22/processed/more_cpp_2/results/p03486_s021767821.opcstats,train
9239,03081,021827751,41,/Dataset/group22/processed/more_cpp_2/results/p03081_s021827751.opcstats,train
9240,03769,039087923,21,/Dataset/group22/processed/more_cpp_2/results/p03769_s039087923.opcstats,eval
9241,03042,002534785,11,/Dataset/group22/processed/more_cpp_2/results/p03042_s002534785.opcstats,train
9242,03112,030539481,61,/Dataset/group22/processed/more_cpp_2/results/p03112_s030539481.opcstats,test
9243,00003,034308527,31,/Dataset/group22/processed/more_cpp_2/results/p00003_s034308527.opcstats,train
9244,02689,011665730,28,/Dataset/group22/processed/more_cpp_2/results/p02689_s011665730.opcstats,test
9245,02241,029071316,15,/Dataset/group22/processed/more_cpp_2/results/p02241_s029071316.opcstats,train
9246,00723,046690480,51,/Dataset/group22/processed/more_cpp_2/results/p00723_s046690480.opcstats,train
9247,03943,008243279,41,/Dataset/group22/processed/more_cpp_2/results/p03943_s008243279.opcstats,train
9248,03673,055913560,31,/Dataset/group22/processed/more_cpp_2/results/p03673_s055913560.opcstats,test
9249,02631,003941410,12,/Dataset/group22/processed/more_cpp_2/results/p02631_s003941410.opcstats,eval
9250,03054,018369992,28,/Dataset/group22/processed/more_cpp_2/results/p03054_s018369992.opcstats,train
9251,02382,025193885,16,/Dataset/group22/processed/more_cpp_2/results/p02382_s025193885.opcstats,train
9252,02955,031962312,44,/Dataset/group22/processed/more_cpp_2/results/p02955_s031962312.opcstats,train
9253,03573,049250975,31,/Dataset/group22/processed/more_cpp_2/results/p03573_s049250975.opcstats,train
9254,04030,072106357,28,/Dataset/group22/processed/more_cpp_2/results/p04030_s072106357.opcstats,train
9255,03291,068478302,12,/Dataset/group22/processed/more_cpp_2/results/p03291_s068478302.opcstats,test
9256,02317,010192209,17,/Dataset/group22/processed/more_cpp_2/results/p02317_s010192209.opcstats,train
9257,03169,030544260,11,/Dataset/group22/processed/more_cpp_2/results/p03169_s030544260.opcstats,train
9258,02576,051675649,26,/Dataset/group22/processed/more_cpp_2/results/p02576_s051675649.opcstats,train
9259,03711,067534328,19,/Dataset/group22/processed/more_cpp_2/results/p03711_s067534328.opcstats,train
9260,02578,022808863,13,/Dataset/group22/processed/more_cpp_2/results/p02578_s022808863.opcstats,train
9261,03014,060975743,31,/Dataset/group22/processed/more_cpp_2/results/p03014_s060975743.opcstats,train
9262,03819,018527090,78,/Dataset/group22/processed/more_cpp_2/results/p03819_s018527090.opcstats,train
9263,00018,042031182,42,/Dataset/group22/processed/more_cpp_2/results/p00018_s042031182.opcstats,test
9264,03747,041964158,69,/Dataset/group22/processed/more_cpp_2/results/p03747_s041964158.opcstats,train
9265,02984,012684169,14,/Dataset/group22/processed/more_cpp_2/results/p02984_s012684169.opcstats,train
9266,03256,048074571,61,/Dataset/group22/processed/more_cpp_2/results/p03256_s048074571.opcstats,eval
9267,02393,035631875,41,/Dataset/group22/processed/more_cpp_2/results/p02393_s035631875.opcstats,train
9268,03151,002317732,46,/Dataset/group22/processed/more_cpp_2/results/p03151_s002317732.opcstats,train
9269,02829,021600989,12,/Dataset/group22/processed/more_cpp_2/results/p02829_s021600989.opcstats,train
9270,02267,028321840,25,/Dataset/group22/processed/more_cpp_2/results/p02267_s028321840.opcstats,test
9271,03464,038837389,14,/Dataset/group22/processed/more_cpp_2/results/p03464_s038837389.opcstats,test
9272,03714,022256026,46,/Dataset/group22/processed/more_cpp_2/results/p03714_s022256026.opcstats,train
9273,04037,046517048,63,/Dataset/group22/processed/more_cpp_2/results/p04037_s046517048.opcstats,train
9274,02787,029898925,15,/Dataset/group22/processed/more_cpp_2/results/p02787_s029898925.opcstats,train
9275,02779,038123206,13,/Dataset/group22/processed/more_cpp_2/results/p02779_s038123206.opcstats,train
9276,03862,006784122,14,/Dataset/group22/processed/more_cpp_2/results/p03862_s006784122.opcstats,test
9277,03688,015613821,47,/Dataset/group22/processed/more_cpp_2/results/p03688_s015613821.opcstats,train
9278,03387,030374460,13,/Dataset/group22/processed/more_cpp_2/results/p03387_s030374460.opcstats,test
9279,02595,026982230,14,/Dataset/group22/processed/more_cpp_2/results/p02595_s026982230.opcstats,train
9280,03249,052600201,40,/Dataset/group22/processed/more_cpp_2/results/p03249_s052600201.opcstats,train
9281,03645,061467390,35,/Dataset/group22/processed/more_cpp_2/results/p03645_s061467390.opcstats,train
9282,03523,057973201,44,/Dataset/group22/processed/more_cpp_2/results/p03523_s057973201.opcstats,train
9283,02726,059688656,19,/Dataset/group22/processed/more_cpp_2/results/p02726_s059688656.opcstats,test
9284,02864,014619552,70,/Dataset/group22/processed/more_cpp_2/results/p02864_s014619552.opcstats,test
9285,03810,007693472,11,/Dataset/group22/processed/more_cpp_2/results/p03810_s007693472.opcstats,train
9286,02888,021843394,49,/Dataset/group22/processed/more_cpp_2/results/p02888_s021843394.opcstats,train
9287,03988,042153124,42,/Dataset/group22/processed/more_cpp_2/results/p03988_s042153124.opcstats,train
9288,02888,037547577,39,/Dataset/group22/processed/more_cpp_2/results/p02888_s037547577.opcstats,train
9289,02269,036524177,36,/Dataset/group22/processed/more_cpp_2/results/p02269_s036524177.opcstats,eval
9290,03295,020010700,52,/Dataset/group22/processed/more_cpp_2/results/p03295_s020010700.opcstats,test
9291,03138,034624207,17,/Dataset/group22/processed/more_cpp_2/results/p03138_s034624207.opcstats,test
9292,03382,033785424,32,/Dataset/group22/processed/more_cpp_2/results/p03382_s033785424.opcstats,test
9293,03089,041399252,26,/Dataset/group22/processed/more_cpp_2/results/p03089_s041399252.opcstats,train
9294,03379,047462199,42,/Dataset/group22/processed/more_cpp_2/results/p03379_s047462199.opcstats,eval
9295,03427,050285593,17,/Dataset/group22/processed/more_cpp_2/results/p03427_s050285593.opcstats,train
9296,02838,010125730,28,/Dataset/group22/processed/more_cpp_2/results/p02838_s010125730.opcstats,train
9297,03546,008573862,26,/Dataset/group22/processed/more_cpp_2/results/p03546_s008573862.opcstats,eval
9298,03060,034636340,13,/Dataset/group22/processed/more_cpp_2/results/p03060_s034636340.opcstats,test
9299,03363,015207899,48,/Dataset/group22/processed/more_cpp_2/results/p03363_s015207899.opcstats,train
9300,02272,024114931,19,/Dataset/group22/processed/more_cpp_2/results/p02272_s024114931.opcstats,train
9301,02265,018300724,18,/Dataset/group22/processed/more_cpp_2/results/p02265_s018300724.opcstats,train
9302,00018,024880176,33,/Dataset/group22/processed/more_cpp_2/results/p00018_s024880176.opcstats,test
9303,02624,016835571,14,/Dataset/group22/processed/more_cpp_2/results/p02624_s016835571.opcstats,test
9304,03951,000853923,19,/Dataset/group22/processed/more_cpp_2/results/p03951_s000853923.opcstats,test
9305,02988,008229732,19,/Dataset/group22/processed/more_cpp_2/results/p02988_s008229732.opcstats,test
9306,03296,052237738,11,/Dataset/group22/processed/more_cpp_2/results/p03296_s052237738.opcstats,train
9307,04035,037403031,25,/Dataset/group22/processed/more_cpp_2/results/p04035_s037403031.opcstats,train
9308,03475,065697606,15,/Dataset/group22/processed/more_cpp_2/results/p03475_s065697606.opcstats,train
9309,03702,052134925,55,/Dataset/group22/processed/more_cpp_2/results/p03702_s052134925.opcstats,train
9310,02736,006472109,37,/Dataset/group22/processed/more_cpp_2/results/p02736_s006472109.opcstats,test
9311,03525,045052619,37,/Dataset/group22/processed/more_cpp_2/results/p03525_s045052619.opcstats,test
9312,03945,058550780,36,/Dataset/group22/processed/more_cpp_2/results/p03945_s058550780.opcstats,train
9313,03810,018432077,34,/Dataset/group22/processed/more_cpp_2/results/p03810_s018432077.opcstats,train
9314,03017,000698659,14,/Dataset/group22/processed/more_cpp_2/results/p03017_s000698659.opcstats,train
9315,02287,035993190,14,/Dataset/group22/processed/more_cpp_2/results/p02287_s035993190.opcstats,eval
9316,03346,012141955,42,/Dataset/group22/processed/more_cpp_2/results/p03346_s012141955.opcstats,test
9317,02289,003895103,29,/Dataset/group22/processed/more_cpp_2/results/p02289_s003895103.opcstats,test
9318,02914,005224855,11,/Dataset/group22/processed/more_cpp_2/results/p02914_s005224855.opcstats,test
9319,03651,012519769,15,/Dataset/group22/processed/more_cpp_2/results/p03651_s012519769.opcstats,test
9320,03287,043278187,23,/Dataset/group22/processed/more_cpp_2/results/p03287_s043278187.opcstats,test
9321,00006,032912894,18,/Dataset/group22/processed/more_cpp_2/results/p00006_s032912894.opcstats,train
9322,03080,000063293,18,/Dataset/group22/processed/more_cpp_2/results/p03080_s000063293.opcstats,train
9323,03060,000608694,13,/Dataset/group22/processed/more_cpp_2/results/p03060_s000608694.opcstats,test
9324,02628,056371345,31,/Dataset/group22/processed/more_cpp_2/results/p02628_s056371345.opcstats,train
9325,02736,066153475,28,/Dataset/group22/processed/more_cpp_2/results/p02736_s066153475.opcstats,test
9326,02847,037691255,23,/Dataset/group22/processed/more_cpp_2/results/p02847_s037691255.opcstats,train
9327,03042,002866329,11,/Dataset/group22/processed/more_cpp_2/results/p03042_s002866329.opcstats,train
9328,02780,021764087,89,/Dataset/group22/processed/more_cpp_2/results/p02780_s021764087.opcstats,train
9329,02913,046411941,13,/Dataset/group22/processed/more_cpp_2/results/p02913_s046411941.opcstats,eval
9330,03714,046889913,82,/Dataset/group22/processed/more_cpp_2/results/p03714_s046889913.opcstats,train
9331,02975,048670130,46,/Dataset/group22/processed/more_cpp_2/results/p02975_s048670130.opcstats,train
9332,02277,019001099,70,/Dataset/group22/processed/more_cpp_2/results/p02277_s019001099.opcstats,train
9333,03240,019551164,13,/Dataset/group22/processed/more_cpp_2/results/p03240_s019551164.opcstats,train
9334,02845,043174801,14,/Dataset/group22/processed/more_cpp_2/results/p02845_s043174801.opcstats,train
9335,02900,047706214,16,/Dataset/group22/processed/more_cpp_2/results/p02900_s047706214.opcstats,train
9336,03209,035518830,12,/Dataset/group22/processed/more_cpp_2/results/p03209_s035518830.opcstats,train
9337,02271,003860499,12,/Dataset/group22/processed/more_cpp_2/results/p02271_s003860499.opcstats,eval
9338,02265,038546884,15,/Dataset/group22/processed/more_cpp_2/results/p02265_s038546884.opcstats,train
9339,03808,050520353,23,/Dataset/group22/processed/more_cpp_2/results/p03808_s050520353.opcstats,eval
9340,03702,004400212,15,/Dataset/group22/processed/more_cpp_2/results/p03702_s004400212.opcstats,train
9341,02287,048470613,14,/Dataset/group22/processed/more_cpp_2/results/p02287_s048470613.opcstats,eval
9342,02955,013885159,91,/Dataset/group22/processed/more_cpp_2/results/p02955_s013885159.opcstats,train
9343,02624,002123044,12,/Dataset/group22/processed/more_cpp_2/results/p02624_s002123044.opcstats,test
9344,03427,018749342,33,/Dataset/group22/processed/more_cpp_2/results/p03427_s018749342.opcstats,train
9345,03241,056820907,45,/Dataset/group22/processed/more_cpp_2/results/p03241_s056820907.opcstats,train
9346,03688,052348399,21,/Dataset/group22/processed/more_cpp_2/results/p03688_s052348399.opcstats,train
9347,03409,008005052,82,/Dataset/group22/processed/more_cpp_2/results/p03409_s008005052.opcstats,train
9348,04045,059643560,34,/Dataset/group22/processed/more_cpp_2/results/p04045_s059643560.opcstats,test
9349,03017,005000044,40,/Dataset/group22/processed/more_cpp_2/results/p03017_s005000044.opcstats,train
9350,02781,052285526,12,/Dataset/group22/processed/more_cpp_2/results/p02781_s052285526.opcstats,train
9351,03291,046074460,12,/Dataset/group22/processed/more_cpp_2/results/p03291_s046074460.opcstats,test
9352,02418,069542256,29,/Dataset/group22/processed/more_cpp_2/results/p02418_s069542256.opcstats,train
9353,02988,000834273,15,/Dataset/group22/processed/more_cpp_2/results/p02988_s000834273.opcstats,test
9354,03103,027679735,40,/Dataset/group22/processed/more_cpp_2/results/p03103_s027679735.opcstats,train
9355,02781,037387812,27,/Dataset/group22/processed/more_cpp_2/results/p02781_s037387812.opcstats,train
9356,03298,051547797,105,/Dataset/group22/processed/more_cpp_2/results/p03298_s051547797.opcstats,train
9357,03076,039192308,14,/Dataset/group22/processed/more_cpp_2/results/p03076_s039192308.opcstats,eval
9358,03745,012622075,19,/Dataset/group22/processed/more_cpp_2/results/p03745_s012622075.opcstats,train
9359,03769,016734461,18,/Dataset/group22/processed/more_cpp_2/results/p03769_s016734461.opcstats,eval
9360,02787,030413602,28,/Dataset/group22/processed/more_cpp_2/results/p02787_s030413602.opcstats,train
9361,03351,005035896,38,/Dataset/group22/processed/more_cpp_2/results/p03351_s005035896.opcstats,train
9362,03496,048337900,28,/Dataset/group22/processed/more_cpp_2/results/p03496_s048337900.opcstats,train
9363,02382,065898244,21,/Dataset/group22/processed/more_cpp_2/results/p02382_s065898244.opcstats,train
9364,02270,033111486,13,/Dataset/group22/processed/more_cpp_2/results/p02270_s033111486.opcstats,train
9365,03636,015059604,21,/Dataset/group22/processed/more_cpp_2/results/p03636_s015059604.opcstats,train
9366,02665,059591711,14,/Dataset/group22/processed/more_cpp_2/results/p02665_s059591711.opcstats,train
9367,02422,010076063,67,/Dataset/group22/processed/more_cpp_2/results/p02422_s010076063.opcstats,train
9368,03378,047214339,15,/Dataset/group22/processed/more_cpp_2/results/p03378_s047214339.opcstats,train
9369,03738,049919507,20,/Dataset/group22/processed/more_cpp_2/results/p03738_s049919507.opcstats,train
9370,03146,008080228,17,/Dataset/group22/processed/more_cpp_2/results/p03146_s008080228.opcstats,train
9371,03829,052374159,12,/Dataset/group22/processed/more_cpp_2/results/p03829_s052374159.opcstats,eval
9372,03412,037091362,37,/Dataset/group22/processed/more_cpp_2/results/p03412_s037091362.opcstats,train
9373,02408,024924812,14,/Dataset/group22/processed/more_cpp_2/results/p02408_s024924812.opcstats,train
9374,02958,022227853,16,/Dataset/group22/processed/more_cpp_2/results/p02958_s022227853.opcstats,eval
9375,02684,034896726,38,/Dataset/group22/processed/more_cpp_2/results/p02684_s034896726.opcstats,eval
9376,03854,039272078,32,/Dataset/group22/processed/more_cpp_2/results/p03854_s039272078.opcstats,train
9377,02757,006046668,48,/Dataset/group22/processed/more_cpp_2/results/p02757_s006046668.opcstats,train
9378,02645,009790175,15,/Dataset/group22/processed/more_cpp_2/results/p02645_s009790175.opcstats,train
9379,02619,060835211,12,/Dataset/group22/processed/more_cpp_2/results/p02619_s060835211.opcstats,train
9380,03680,059954945,13,/Dataset/group22/processed/more_cpp_2/results/p03680_s059954945.opcstats,eval
9381,02975,015891803,62,/Dataset/group22/processed/more_cpp_2/results/p02975_s015891803.opcstats,train
9382,03385,041444235,54,/Dataset/group22/processed/more_cpp_2/results/p03385_s041444235.opcstats,train
9383,03151,056057026,62,/Dataset/group22/processed/more_cpp_2/results/p03151_s056057026.opcstats,train
9384,03672,010357117,40,/Dataset/group22/processed/more_cpp_2/results/p03672_s010357117.opcstats,train
9385,03767,060924174,41,/Dataset/group22/processed/more_cpp_2/results/p03767_s060924174.opcstats,train
9386,03370,052447028,146,/Dataset/group22/processed/more_cpp_2/results/p03370_s052447028.opcstats,train
9387,02941,042240274,12,/Dataset/group22/processed/more_cpp_2/results/p02941_s042240274.opcstats,train
9388,02972,019515671,19,/Dataset/group22/processed/more_cpp_2/results/p02972_s019515671.opcstats,train
9389,03162,033369048,12,/Dataset/group22/processed/more_cpp_2/results/p03162_s033369048.opcstats,train
9390,03594,070718290,19,/Dataset/group22/processed/more_cpp_2/results/p03594_s070718290.opcstats,train
9391,03175,020439362,15,/Dataset/group22/processed/more_cpp_2/results/p03175_s020439362.opcstats,test
9392,03944,033141381,11,/Dataset/group22/processed/more_cpp_2/results/p03944_s033141381.opcstats,train
9393,02660,000916852,39,/Dataset/group22/processed/more_cpp_2/results/p02660_s000916852.opcstats,train
9394,02269,047493223,15,/Dataset/group22/processed/more_cpp_2/results/p02269_s047493223.opcstats,eval
9395,03313,007802680,85,/Dataset/group22/processed/more_cpp_2/results/p03313_s007802680.opcstats,test
9396,03712,009991887,14,/Dataset/group22/processed/more_cpp_2/results/p03712_s009991887.opcstats,train
9397,03216,026823528,14,/Dataset/group22/processed/more_cpp_2/results/p03216_s026823528.opcstats,train
9398,02276,020421683,18,/Dataset/group22/processed/more_cpp_2/results/p02276_s020421683.opcstats,test
9399,02675,020734272,19,/Dataset/group22/processed/more_cpp_2/results/p02675_s020734272.opcstats,train
9400,02641,065113037,16,/Dataset/group22/processed/more_cpp_2/results/p02641_s065113037.opcstats,test
9401,03726,007094786,39,/Dataset/group22/processed/more_cpp_2/results/p03726_s007094786.opcstats,eval
9402,02690,011176338,31,/Dataset/group22/processed/more_cpp_2/results/p02690_s011176338.opcstats,train
9403,03658,000300062,40,/Dataset/group22/processed/more_cpp_2/results/p03658_s000300062.opcstats,train
9404,02975,038455315,52,/Dataset/group22/processed/more_cpp_2/results/p02975_s038455315.opcstats,train
9405,03289,042293103,44,/Dataset/group22/processed/more_cpp_2/results/p03289_s042293103.opcstats,eval
9406,03801,007304894,54,/Dataset/group22/processed/more_cpp_2/results/p03801_s007304894.opcstats,train
9407,03721,038036090,40,/Dataset/group22/processed/more_cpp_2/results/p03721_s038036090.opcstats,train
9408,02988,037200353,15,/Dataset/group22/processed/more_cpp_2/results/p02988_s037200353.opcstats,test
9409,03244,005380052,78,/Dataset/group22/processed/more_cpp_2/results/p03244_s005380052.opcstats,train
9410,03249,050207447,64,/Dataset/group22/processed/more_cpp_2/results/p03249_s050207447.opcstats,train
9411,02841,037027749,32,/Dataset/group22/processed/more_cpp_2/results/p02841_s037027749.opcstats,train
9412,03340,056101871,14,/Dataset/group22/processed/more_cpp_2/results/p03340_s056101871.opcstats,train
9413,02819,000888370,27,/Dataset/group22/processed/more_cpp_2/results/p02819_s000888370.opcstats,train
9414,03591,002280865,21,/Dataset/group22/processed/more_cpp_2/results/p03591_s002280865.opcstats,eval
9415,04020,050173199,13,/Dataset/group22/processed/more_cpp_2/results/p04020_s050173199.opcstats,train
9416,02939,005122499,44,/Dataset/group22/processed/more_cpp_2/results/p02939_s005122499.opcstats,train
